Epoch,Metrics,Score
0,eval_acc,0.9433
0,eval_auc,0.8689
0,eval_brier,0.0567
0,eval_f1,0.7932
0,eval_loss,0.3763
0,eval_mcc,0.7611
0,eval_pf,0.0272
0,eval_precision,0.8235
0,eval_recall,0.765
0,eval_time,119.0
0,___best___,___best___
1,eval_acc,0.9409
1,eval_auc,0.9018
1,eval_brier,0.0591
1,eval_f1,0.8031
1,eval_loss,0.2343
1,eval_mcc,0.7699
1,eval_pf,0.0435
1,eval_precision,0.7635
1,eval_recall,0.847
1,eval_time,119.0
1,___best___,___best___
2,eval_acc,0.9371
2,eval_auc,0.9018
2,eval_brier,0.0629
2,eval_f1,0.7939
2,eval_loss,0.2965
2,eval_mcc,0.7595
2,eval_pf,0.0489
2,eval_precision,0.7429
2,eval_recall,0.8525
2,eval_time,118.0
3,eval_acc,0.9433
3,eval_auc,0.9031
3,eval_brier,0.0567
3,eval_f1,0.8094
3,eval_loss,0.1846
3,eval_mcc,0.7772
3,eval_pf,0.0408
3,eval_precision,0.775
3,eval_recall,0.847
3,eval_time,118.0
3,___best___,___best___
4,eval_acc,0.9176
4,eval_auc,0.9132
4,eval_brier,0.0824
4,eval_f1,0.758
4,eval_loss,0.2818
4,eval_mcc,0.7242
4,eval_pf,0.0806
4,eval_precision,0.651
4,eval_recall,0.9071
4,eval_time,119.0
5,eval_acc,0.8881
5,eval_auc,0.896
5,eval_brier,0.1119
5,eval_f1,0.6975
5,eval_loss,0.483
5,eval_mcc,0.6597
5,eval_pf,0.115
5,eval_precision,0.5666
5,eval_recall,0.9071
5,eval_time,118.0
6,eval_acc,0.8897
6,eval_auc,0.9129
6,eval_brier,0.1103
6,eval_f1,0.709
6,eval_loss,0.6671
6,eval_mcc,0.6782
6,eval_pf,0.1196
6,eval_precision,0.5672
6,eval_recall,0.9454
6,eval_time,119.0
7,eval_acc,0.9068
7,eval_auc,0.9137
7,eval_brier,0.0932
7,eval_f1,0.738
7,eval_loss,0.48
7,eval_mcc,0.705
7,eval_pf,0.096
7,eval_precision,0.6145
7,eval_recall,0.9235
7,eval_time,118.0
8,eval_acc,0.9324
8,eval_auc,0.9218
8,eval_brier,0.0676
8,eval_f1,0.7924
8,eval_loss,0.3325
8,eval_mcc,0.7614
8,eval_pf,0.0634
8,eval_precision,0.7034
8,eval_recall,0.9071
8,eval_time,118.0
9,eval_acc,0.9332
9,eval_auc,0.9314
9,eval_brier,0.0668
9,eval_f1,0.7981
9,eval_loss,0.4292
9,eval_mcc,0.77
9,eval_pf,0.0661
9,eval_precision,0.6996
9,eval_recall,0.929
9,eval_time,118.0
10,eval_acc,0.9332
10,eval_auc,0.9314
10,eval_brier,0.0668
10,eval_f1,0.7981
10,eval_loss,0.4674
10,eval_mcc,0.77
10,eval_pf,0.0661
10,eval_precision,0.6996
10,eval_recall,0.929
10,eval_time,118.0
11,eval_acc,0.9293
11,eval_auc,0.9337
11,eval_brier,0.0707
11,eval_f1,0.7908
11,eval_loss,0.4854
11,eval_mcc,0.7634
11,eval_pf,0.0725
11,eval_precision,0.6825
11,eval_recall,0.9399
11,eval_time,118.0
12,eval_acc,0.9277
12,eval_auc,0.9351
12,eval_brier,0.0723
12,eval_f1,0.7882
12,eval_loss,0.5973
12,eval_mcc,0.7613
12,eval_pf,0.0752
12,eval_precision,0.6758
12,eval_recall,0.9454
12,eval_time,118.0
13,eval_acc,0.9246
13,eval_auc,0.9356
13,eval_brier,0.0754
13,eval_f1,0.782
13,eval_loss,0.6182
13,eval_mcc,0.7556
13,eval_pf,0.0797
13,eval_precision,0.6641
13,eval_recall,0.9508
13,eval_time,118.0
14,eval_acc,0.9254
14,eval_auc,0.9337
14,eval_brier,0.0746
14,eval_f1,0.7828
14,eval_loss,0.6402
14,eval_mcc,0.7556
14,eval_pf,0.0779
14,eval_precision,0.668
14,eval_recall,0.9454
14,eval_time,118.0
15,eval_acc,0.9285
15,eval_auc,0.9355
15,eval_brier,0.0715
15,eval_f1,0.79
15,eval_loss,0.6448
15,eval_mcc,0.7632
15,eval_pf,0.0743
15,eval_precision,0.6784
15,eval_recall,0.9454
15,eval_time,118.0
16,eval_acc,0.9285
16,eval_auc,0.9355
16,eval_brier,0.0715
16,eval_f1,0.79
16,eval_loss,0.6513
16,eval_mcc,0.7632
16,eval_pf,0.0743
16,eval_precision,0.6784
16,eval_recall,0.9454
16,eval_time,119.0
17,eval_acc,0.9277
17,eval_auc,0.9351
17,eval_brier,0.0723
17,eval_f1,0.7882
17,eval_loss,0.6707
17,eval_mcc,0.7613
17,eval_pf,0.0752
17,eval_precision,0.6758
17,eval_recall,0.9454
17,eval_time,118.0
18,eval_acc,0.9262
18,eval_auc,0.9342
18,eval_brier,0.0738
18,eval_f1,0.7846
18,eval_loss,0.6759
18,eval_mcc,0.7575
18,eval_pf,0.077
18,eval_precision,0.6705
18,eval_recall,0.9454
18,eval_time,118.0
19,eval_acc,0.9262
19,eval_auc,0.9342
19,eval_brier,0.0738
19,eval_f1,0.7846
19,eval_loss,0.6802
19,eval_mcc,0.7575
19,eval_pf,0.077
19,eval_precision,0.6705
19,eval_recall,0.9454
19,eval_time,118.0
